"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Ethnicity","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","age","vac_hes","child","news_opposite","new_ethnicity","new_region","origin_binomial","new_back_normal","new_finance_plan"
"351",357,2,3,2,2,1,1,2,2,5,5,2,5,5,2,4,4,5,6,2,5,4,7,75,2,4,3,1,4,3,4,2,3,4,4,4,4,4,1,4,3,50,1,3,5,3,18,1,1,8,5,16,5,1,3,90,1.85714285714286,4,3.33333333333333,4.4,3.16666666666667,3.5,"Female","pg","not_sure",34,1,"yes",4,"white","midlands",0,"more12months",7
"352",358,2,2,2,2,2,2,1,3,4,2,2,4,4,4,4,1,3,2,2,4,2,2,90,1,4,2,3,2,3,4,3,3,5,4,3,4,4,1,4,4,100,1,1,5,1,31,1,1,9,4,2,0,1,3,70,1.85714285714286,3.16666666666667,3,2.6,3,3.33333333333333,"Female","ug","natural",47,1,"yes",6,"other","south",1,"more12months",2
"353",359,4,4,4,4,3,4,4,1,2,1,2,1,2,1,5,3,3,1,1,4,3,1,0,2,4,4,2,3,4,4,1,1,4,1,1,1,2,1,1,1,50,3,2,5,2,32,1,1,8,3,1,5,1,1,0,3.85714285714286,1.5,3,2.4,3.5,1.16666666666667,"Female","below_ug","artificial",48,0,"yes",5,"white","midlands",0,"more12months",1
"354",360,1,1,1,1,1,2,2,4,4,3,1,1,4,2,4,1,5,5,5,5,5,5,100,2,3,1,2,1,1,2,3,4,4,2,2,1,4,1,2,2,26,1,1,4,3,36,1,1,8,5,1,5,1,3,90,1.28571428571429,2.83333333333333,2.33333333333333,5,1.66666666666667,2,"Female","pg","natural",52,1,"yes",4,"white","midlands",1,"6to12months",5
"355",361,4,3,4,4,2,2,4,2,3,4,2,2,4,5,5,3,5,3,3,5,4,3,87,1,3,2,4,3,4,3,1,3,3,4,2,2,4,1,4,1,50.5278048780488,3,2,3,3,8,1,1,10,4,1,5,2,3,70,3.28571428571429,2.83333333333333,4.33333333333333,4,3.16666666666667,2.83333333333333,"Female","ug","artificial",24,0,"no",4,"white","south",0,"less6months",3
"356",362,3,3,3,3,2,3,2,4,5,3,4,4,4,4,4,4,3,4,2,3,4,1,79,2,3,2,1,3,2,1,2,3,3,1,2,3,4,1,2,1,60,3,1,3,4,12,1,1,11,3,1,5,2,2,100,2.71428571428571,4,4,3.2,2,2.16666666666667,"Female","below_ug","natural",28,0,"no",3,"white","south",1,"less6months",1
"357",363,1,1,1,2,1,2,1,5,5,5,4,5,5,1,1,1,6,6,5,6,5,7,100,2,3,2,3,1,1,1,4,3,3,1,1,1,4,1,2,1,75,1,1,4,2,36,2,1,11,5,1,5,2,3,90,1.28571428571429,4.83333333333333,1,5.6,1.83333333333333,1.66666666666667,"Male","pg","natural",52,1,"no",5,"white","south",1,"6to12months",7
"358",364,2,2,2,2,2,4,1,4,4,4,3,4,4,1,4,2,5,5,3,6,5,3,100,2,1,1,1,1,2,1,3,4,3,1,1,1,4,1,1,1,71,3,2,4,5,20,1,1,11,5,15,5,1,3,60,2.14285714285714,3.83333333333333,2.33333333333333,4.8,1.16666666666667,1.5,"Female","pg","artificial",36,0,"yes",2,"white","south",0,"6to12months",3
"359",366,2,1,2,1,1,1,1,4,5,4,3,4,4,1,4,1,4,6,5,6,4,5,60,1,4,4,2,4,1,2,1,2,4,3,2,3,3,1,2,2,25,1,1,0,4,45,1,1,11,3,1,5,1,3,50,1.28571428571429,4,2,5,2.83333333333333,2.33333333333333,"Female","below_ug","natural",61,1,"yes",3,"white","south",1,"other",5
"360",367,2,1,1,2,1,2,2,5,5,5,4,4,4,4,4,1,5,6,5,6,5,6,100,2,3,2,1,2,2,2,1,4,3,3,3,3,4,1,3,1,26,1,1,2,3,47,1,1,10,5,1,5,1,1,67,1.57142857142857,4.5,3,5.4,2,2.83333333333333,"Female","pg","natural",63,1,"yes",4,"white","south",1,"less6months",6
"361",368,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,3,3,4,4,3,8,80,2,3,2,2,3,2,2,3,3,3,4,3,4,4,1,3,1,26,1,3,4,4,50,1,1,10,3,1,5,1,3,100,2,2.66666666666667,2.66666666666667,3.4,2.33333333333333,3.16666666666667,"Female","below_ug","not_sure",66,1,"yes",3,"white","south",0,"6to12months",0
"362",369,3,1,2,2,1,1,3,4,4,4,5,5,5,4,4,2,5,4,3,5,4,6,50,2,4,4,2,4,3,2,2,3,4,1,1,1,4,1,2,1,90,1,1,5,3,37,1,1,10,5,1,5,1,3,70,1.85714285714286,4.5,3.33333333333333,4.2,3.16666666666667,1.66666666666667,"Female","pg","natural",53,1,"yes",4,"white","south",1,"more12months",6
"363",370,1,1,1,2,2,2,1,4,2,4,4,2,4,1,4,1,3,3,2,3,2,8,85,1,3,2,1,4,2,3,3,4,4,1,1,1,4,1,1,3,81,1,1,5,2,23,2,1,10,4,1,5,2,3,90,1.42857142857143,3.33333333333333,2,2.6,2.5,1.5,"Male","ug","natural",39,1,"no",5,"white","south",1,"more12months",0
"364",371,3,2,2,3,2,2,4,4,5,4,3,5,5,4,5,4,3,3,2,2,3,6,100,1,4,1,1,4,4,4,4,3,4,4,4,3,4,1,3,1,50,3,1,4,5,34,1,1,10,3,1,5,1,3,100,2.57142857142857,4.33333333333333,4.33333333333333,2.6,3,3.16666666666667,"Female","below_ug","natural",50,0,"yes",2,"white","south",1,"6to12months",6
"365",372,1,1,1,2,1,1,1,2,2,2,3,5,4,4,4,4,3,4,3,3,4,3,80,2,3,2,3,4,3,4,3,2,4,4,4,4,4,4,4,2,50,1,2,0,4,30,1,1,11,4,1,5,2,3,90,1.14285714285714,3,4,3.4,3.16666666666667,4,"Female","ug","artificial",46,1,"no",3,"white","south",0,"other",3
"366",373,2,2,2,2,2,1,1,4,5,5,1,2,2,4,3,1,4,5,4,6,4,5,4,1,3,3,3,3,2,2,2,3,3,2,3,2,2,1,2,1,5,2,2,0,3,43,1,1,10,5,1,5,1,1,12,1.71428571428571,3.16666666666667,2.66666666666667,4.6,2.66666666666667,2,"Female","pg","artificial",59,0,"yes",4,"white","south",0,"other",5
"367",374,1,1,1,1,1,1,2,4,4,4,4,4,4,2,3,1,5,5,4,6,4,8,99,2,4,2,1,4,2,3,2,3,4,1,1,1,2,1,1,1,60,3,1,0,2,40,1,1,10,4,1,5,1,3,98,1.14285714285714,4,2,4.8,2.66666666666667,1.16666666666667,"Female","ug","natural",56,0,"yes",5,"white","south",1,"other",0
"368",375,4,4,3,2,2,2,3,3,4,3,3,4,4,4,4,4,4,3,3,4,4,5,90,2,4,4,2,3,4,4,2,3,4,1,1,2,2,1,1,1,60,1,3,5,4,34,1,1,11,5,1,5,1,3,75,2.85714285714286,3.5,4,3.6,3.5,1.33333333333333,"Female","pg","not_sure",50,1,"yes",3,"white","south",0,"more12months",5
"369",376,3,3,3,4,4,4,2,4,4,2,3,2,4,5,5,4,5,4,2,3,4,3,95,2,4,2,1,3,4,2,3,3,4,2,2,2,4,1,1,1,60,1,2,4,5,3,1,1,10,4,1,5,2,3,80,3.28571428571429,3.16666666666667,4.66666666666667,3.6,2.66666666666667,2,"Female","ug","artificial",19,1,"no",2,"white","south",0,"6to12months",3
"370",377,3,3,3,3,3,2,3,2,2,5,3,2,4,4,4,3,5,5,3,5,5,3,41,2,4,4,2,4,4,3,3,3,3,4,4,4,4,3,3,2,68,1,2,5,2,35,1,1,5,3,1,5,1,3,62,2.85714285714286,3,3.66666666666667,4.6,3.5,3.66666666666667,"Female","below_ug","artificial",51,1,"yes",5,"white","north",0,"more12months",3
"371",378,2,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,3,3,5,5,3,5,80,2,3,2,1,2,2,3,2,3,4,2,3,1,4,1,3,1,89,1,1,5,4,30,1,1,11,4,1,5,1,3,75,1.42857142857143,4,4,3.8,2.16666666666667,2.33333333333333,"Female","ug","natural",46,1,"yes",3,"white","south",1,"more12months",5
"372",379,1,1,1,4,2,2,1,1,1,1,1,1,1,5,1,1,6,3,1,6,6,2,100,1,4,3,1,3,2,2,2,2,3,4,4,4,4,4,4,1,100,1,2,5,4,30,1,1,10,3,1,5,1,3,100,1.71428571428571,1,2.33333333333333,4.4,2.5,4,"Female","below_ug","artificial",46,1,"yes",3,"white","south",0,"more12months",2
"373",380,2,1,1,1,1,3,2,5,5,5,4,4,5,2,3,1,5,6,5,6,6,7,90,1,2,2,1,3,1,2,2,3,4,3,3,3,4,1,3,2,10,1,1,4,4,46,1,1,10,5,1,5,1,1,81,1.57142857142857,4.66666666666667,2,5.6,1.83333333333333,2.83333333333333,"Female","pg","natural",62,1,"yes",3,"white","south",1,"6to12months",7
"374",381,3,2,2,2,2,2,3,5,4,4,4,4,5,4,5,4,4,5,3,5,5,6,90,2,4,1,1,1,3,2,3,2,4,4,4,4,4,1,4,2,20,1,1,5,4,45,1,1,11,4,1,5,1,1,80,2.28571428571429,4.33333333333333,4.33333333333333,4.4,2,3.5,"Female","ug","natural",61,1,"yes",3,"white","south",1,"more12months",6
"375",382,1,1,2,1,1,2,2,3,2,2,4,4,3,2,3,4,3,4,3,3,3,3,76,2,2,2,2,2,1,1,2,4,3,2,1,1,3,1,1,1,50.5278048780488,3,3,0,4,45,1,1,10,4,1,5,1,1,59,1.42857142857143,3,3,3.2,1.66666666666667,1.5,"Female","ug","not_sure",61,0,"yes",3,"white","south",0,"other",3
"376",383,2,1,1,1,1,1,1,5,5,5,4,4,4,4,3,4,5,6,3,4,5,4,74.8669131238447,2,4,2,2,2,2,3,2,3,4,4,4,3,4,2,4,1,50,1,1,5,3,65,1,1,11,4,1,5,1,1,53,1.14285714285714,4.5,3.66666666666667,4.6,2.5,3.5,"Female","ug","natural",81,1,"yes",4,"white","south",1,"more12months",4
"377",384,1,1,1,1,2,1,1,5,5,4,3,4,5,4,4,2,4,2,3,3,4,5,100,2,3,2,1,2,2,3,3,3,3,3,3,3,3,1,4,1,80,1,3,5,4,53,1,1,11,4,1,5,1,1,90,1.14285714285714,4.33333333333333,3.33333333333333,3.2,2.16666666666667,2.83333333333333,"Female","ug","not_sure",69,1,"yes",3,"white","south",0,"more12months",5
"378",385,4,4,4,4,4,2,2,5,4,4,4,4,4,5,5,2,3,3,2,3,2,5,40,1,3,4,2,2,4,4,3,3,5,1,2,1,4,1,3,1,30,1,1,4,6,8,1,1,11,5,1,5,2,3,70,3.42857142857143,4.16666666666667,4,2.6,3.16666666666667,2,"Female","pg","natural",24,1,"no",1,"white","south",1,"6to12months",5
"379",386,2,2,2,3,2,2,1,4,2,4,4,4,4,4,4,1,3,3,3,4,3,2,51,2,4,3,3,4,3,3,4,3,4,1,2,2,3,1,2,1,49,1,3,0,3,16,1,1,11,4,1,5,2,3,65,2,3.66666666666667,3,3.2,3.33333333333333,1.83333333333333,"Female","ug","not_sure",32,1,"no",4,"white","south",0,"other",2
"380",387,2,1,2,1,1,1,2,3,5,2,1,3,4,2,1,2,5,5,4,5,5,5,90,2,4,2,1,3,2,1,2,2,4,3,4,2,4,1,4,1,75,1,1,0,4,45,1,1,11,3,1,5,1,3,90,1.42857142857143,3,1.66666666666667,4.8,2.16666666666667,3,"Female","below_ug","natural",61,1,"yes",3,"white","south",1,"other",5
"381",388,2,2,2,2,2,2,1,3,2,2,1,3,2,3,4,2,4,4,6,6,4,3,62,1,2,2,2,1,1,1,2,3,4,4,3,4,2,1,4,1,21,1,1,4,3,30,2,1,9,4,1,5,1,3,50,1.85714285714286,2.16666666666667,3,4.8,1.5,3,"Male","ug","natural",46,1,"yes",4,"white","south",1,"6to12months",3
"382",389,4,2,2,3,3,3,3,4,5,2,1,1,2,1,2,1,4,5,6,6,6,3,0,2,4,3,1,4,3,4,2,3,3,4,4,3,4,1,4,1,50,1,2,5,4,38,1,1,11,3,1,5,1,3,18,2.85714285714286,2.5,1.33333333333333,5.4,3.16666666666667,3.33333333333333,"Female","below_ug","artificial",54,1,"yes",3,"white","south",0,"more12months",3
"383",390,1,1,1,1,1,1,1,4,1,5,5,5,5,1,1,2,6,5,3,3,5,4,85,2,2,1,1,2,1,1,4,4,4,1,1,1,3,1,1,3,2,1,1,4,4,35,2,1,11,5,1,5,2,1,80,1,4.16666666666667,1.33333333333333,4.4,1.33333333333333,1.33333333333333,"Male","pg","natural",51,1,"no",3,"white","south",1,"6to12months",4
"384",391,3,3,4,3,3,4,2,4,3,1,1,5,5,1,5,5,6,3,3,3,6,1,74.8669131238447,2,4,4,4,4,4,4,3,2,3,4,4,4,4,1,4,2,50.5278048780488,1,2,4,1,14,1,1,10,3,1,5,2,3,10,3.14285714285714,3.16666666666667,3.66666666666667,4.2,4,3.5,"Female","below_ug","artificial",30,1,"no",6,"white","south",0,"6to12months",1
"385",392,2,1,1,2,2,2,1,4,4,4,4,4,4,2,2,1,5,5,4,3,4,6,60,2,4,2,1,3,2,2,1,3,4,4,4,4,4,3,4,1,50,1,3,4,4,28,2,1,10,4,1,5,2,3,80,1.57142857142857,4,1.66666666666667,4.2,2.33333333333333,3.83333333333333,"Male","ug","not_sure",44,1,"no",3,"white","south",0,"6to12months",6
"386",393,2,2,2,2,2,2,1,3,3,5,3,2,5,4,5,5,4,2,3,5,3,2,51,1,1,3,1,1,2,4,1,1,4,1,2,2,2,1,4,2,100,1,3,5,5,29,1,1,10,4,1,5,2,1,0,1.85714285714286,3.5,4.66666666666667,3.4,2,2,"Female","ug","not_sure",45,1,"no",2,"white","south",0,"more12months",2
"387",394,1,1,1,1,1,1,1,2,5,2,1,4,4,1,1,1,5,6,6,6,5,1,72,2,4,1,2,4,3,3,4,4,4,3,2,3,4,1,3,2,50,1,2,2,4,47,1,1,8,3,1,5,1,3,75,1,3,1,5.6,2.83333333333333,2.66666666666667,"Female","below_ug","artificial",63,1,"yes",3,"white","midlands",0,"less6months",1
"388",395,1,1,1,1,1,2,1,2,3,2,1,4,4,1,4,2,5,5,4,5,4,6,81,1,4,2,2,3,1,1,4,4,3,1,1,1,3,1,1,1,75,1,3,5,4,32,1,1,11,5,1,5,1,3,73,1.14285714285714,2.66666666666667,2.33333333333333,4.6,2.16666666666667,1.33333333333333,"Female","pg","not_sure",48,1,"yes",3,"white","south",0,"more12months",6
"389",396,1,1,1,1,1,2,1,5,5,5,3,5,5,2,3,2,4,4,5,6,4,5,95,3,2,3,1,3,1,1,2,2,4,3,3,3,4,1,3,2,76,1,3,5,2,45,1,1,12,5,1,5,1,3,50,1.14285714285714,4.66666666666667,2.33333333333333,4.6,1.83333333333333,2.83333333333333,"Female","pg","not_sure",61,1,"yes",5,"white","south",0,"more12months",5
"390",397,2,3,4,3,3,1,3,3,4,3,2,3,3,4,2,2,2,5,3,6,4,1,50,2,4,3,1,2,3,4,3,3,5,4,4,4,4,1,4,2,50,1,1,5,4,54,1,1,10,3,1,5,1,3,47,2.71428571428571,3,2.66666666666667,4,2.83333333333333,3.5,"Female","below_ug","natural",70,1,"yes",3,"white","south",1,"more12months",1
"391",398,3,3,4,4,2,4,3,2,4,2,2,5,1,5,3,2,6,1,2,3,3,3,59,1,4,3,4,4,4,2,2,1,4,2,3,1,4,1,1,1,49,3,2,3,4,50,1,1,10,3,1,5,1,3,34,3.28571428571429,2.66666666666667,3.33333333333333,3,3.5,2,"Female","below_ug","artificial",66,0,"yes",3,"white","south",0,"less6months",3
"392",399,2,2,2,3,3,3,1,4,4,4,2,2,4,5,5,4,3,4,1,4,5,2,100,1,2,3,3,4,3,4,3,2,3,1,1,1,2,1,1,1,30,1,1,4,5,9,1,1,10,4,1,5,2,3,45,2.28571428571429,3.33333333333333,4.66666666666667,3.4,3.16666666666667,1.16666666666667,"Female","ug","natural",25,1,"no",2,"white","south",1,"6to12months",2
"393",400,1,2,1,2,1,1,2,5,5,5,4,4,4,1,2,2,5,5,4,5,3,5,80,2,2,1,2,2,2,1,1,3,3,1,1,1,2,1,1,1,50.5278048780488,1,3,4,4,32,2,1,10,5,5,5,1,3,72,1.42857142857143,4.5,1.66666666666667,4.4,1.66666666666667,1.16666666666667,"Male","pg","not_sure",48,1,"yes",3,"white","south",0,"6to12months",5
"394",401,2,1,2,2,1,1,1,4,5,5,4,4,5,2,4,2,5,4,4,5,5,5,75,1,2,1,2,2,1,1,2,4,3,3,4,3,4,1,3,2,80,1,1,5,4,26,2,1,10,3,1,5,1,3,85,1.42857142857143,4.5,2.66666666666667,4.6,1.5,3,"Male","below_ug","natural",42,1,"yes",3,"white","south",1,"more12months",5
"395",402,2,1,2,2,1,2,1,2,2,2,1,4,4,1,4,1,6,6,5,5,5,4,90,1,2,2,3,2,1,2,2,3,3,2,2,3,4,1,4,2,30,1,1,5,3,51,1,1,11,4,1,5,1,3,70,1.57142857142857,2.5,2,5.4,2,2.66666666666667,"Female","ug","natural",67,1,"yes",4,"white","south",1,"more12months",4
"396",403,2,1,2,1,1,2,1,4,2,4,3,4,2,4,4,2,5,3,5,4,3,1,62,1,2,3,3,2,1,1,1,1,5,4,3,3,2,1,2,3,51,1,3,5,5,20,1,1,11,3,1,5,2,3,35,1.42857142857143,3.16666666666667,3.33333333333333,4,2,2.5,"Female","below_ug","not_sure",36,1,"no",2,"white","south",0,"more12months",1
"397",404,1,1,2,2,1,2,1,5,5,5,5,5,5,1,2,1,4,5,5,5,5,6,95,3,3,2,1,2,1,2,3,4,5,4,4,4,4,1,4,1,10,1,3,0,4,41,2,1,11,5,1,5,1,3,90,1.42857142857143,5,1.33333333333333,4.8,1.83333333333333,3.5,"Male","pg","not_sure",57,1,"yes",3,"white","south",0,"other",6
"398",405,2,1,1,1,1,2,1,2,2,2,1,3,4,2,4,3,4,4,4,4,4,3,100,2,2,2,2,2,2,2,4,4,3,1,1,1,3,1,1,1,50,1,1,0,4,25,1,1,11,4,1,5,1,3,80,1.28571428571429,2.33333333333333,3,4,2,1.33333333333333,"Female","ug","natural",41,1,"yes",3,"white","south",1,"other",3
"399",406,4,2,3,3,3,3,2,4,4,2,2,4,5,5,5,1,3,2,2,5,3,2,45,1,4,2,1,4,3,3,1,3,4,2,4,2,4,1,4,1,20,1,1,2,5,12,1,1,5,3,1,5,2,3,65,2.85714285714286,3.5,3.66666666666667,3,2.83333333333333,2.83333333333333,"Female","below_ug","natural",28,1,"no",2,"white","north",1,"less6months",2
"400",407,3,2,2,3,3,2,2,5,5,5,1,3,5,5,5,5,2,2,1,3,3,3,67,1,3,3,3,3,4,4,4,3,4,4,4,4,4,1,4,1,25,1,3,3,4,20,1,1,10,3,1,5,1,3,87,2.42857142857143,4,5,2.2,3.33333333333333,3.5,"Female","below_ug","not_sure",36,1,"yes",3,"white","south",0,"less6months",3
"401",408,3,2,2,2,1,4,2,4,4,2,2,1,3,3,5,5,4,5,2,6,4,8,75,1,4,4,4,2,3,4,1,3,5,3,2,1,2,2,2,3,25,1,1,0,5,25,1,1,11,5,1,5,2,3,0,2.28571428571429,2.66666666666667,4.33333333333333,4.2,3.5,2,"Female","pg","natural",41,1,"no",2,"white","south",1,"other",0
"402",409,2,1,2,1,1,2,2,5,5,4,5,5,4,2,2,1,4,5,5,5,3,5,74,2,2,2,2,3,2,1,2,3,4,2,1,2,4,1,2,1,53,1,1,5,3,36,1,1,11,4,1,5,1,3,52,1.57142857142857,4.66666666666667,1.66666666666667,4.4,2,2,"Female","ug","natural",52,1,"yes",4,"white","south",1,"more12months",5
"403",410,2,2,2,2,2,2,2,2,4,3,3,4,2,4,5,2,3,2,2,3,2,2,80,1,3,3,4,3,2,3,3,3,4,2,1,1,2,1,2,1,75,3,3,4,3,24,1,1,10,3,1,5,1,3,10,2,3,3.66666666666667,2.4,3,1.5,"Female","below_ug","not_sure",40,0,"yes",4,"white","south",0,"6to12months",2
"404",411,2,2,2,2,2,1,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,3,74.8669131238447,2,4,3,1,2,2,4,3,3,5,4,4,4,4,1,4,3,100,1,3,5,3,67,1,1,11,3,1,5,1,1,100,1.85714285714286,2.66666666666667,4,3,2.66666666666667,3.5,"Female","below_ug","not_sure",83,1,"yes",4,"white","south",0,"more12months",3
"405",412,4,3,3,3,1,1,3,4,4,5,3,3,4,5,5,5,4,3,2,3,4,5,80,1,2,4,3,3,3,3,2,3,4,3,3,3,3,1,3,1,20,3,3,4,4,9,1,1,5,5,1,5,2,1,30,2.57142857142857,3.83333333333333,5,3.2,3,2.66666666666667,"Female","pg","not_sure",25,0,"no",3,"white","north",0,"6to12months",5
"406",413,2,1,2,3,3,1,1,3,2,4,5,4,4,5,5,4,2,3,3,2,3,2,80,1,2,2,2,1,2,2,3,4,3,2,2,1,2,1,2,1,60,1,1,5,4,18,2,1,8,4,1,5,2,1,10,1.85714285714286,3.66666666666667,4.66666666666667,2.6,1.83333333333333,1.66666666666667,"Male","ug","natural",34,1,"no",3,"white","midlands",1,"more12months",2
"407",414,3,2,2,3,2,2,2,4,2,4,2,2,5,4,4,4,4,3,2,2,3,3,84,1,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,2,51,1,2,4,4,16,1,1,11,5,1,5,2,3,73,2.28571428571429,3.16666666666667,4,2.8,3,2.83333333333333,"Female","pg","artificial",32,1,"no",3,"white","south",0,"6to12months",3
"408",415,3,3,4,4,3,2,1,5,5,5,3,5,5,2,4,4,3,2,1,5,3,5,100,1,4,4,3,4,4,4,1,3,4,4,4,4,4,1,4,3,60,1,1,5,4,18,2,1,3,5,0,5,2,3,50,2.85714285714286,4.66666666666667,3.33333333333333,2.8,3.83333333333333,3.5,"Male","pg","natural",34,1,"no",3,"white","non_England",1,"more12months",5
"409",416,3,2,3,2,1,2,3,1,2,2,2,2,2,2,3,4,3,4,2,4,2,2,72,1,3,2,1,2,2,2,1,1,3,4,4,3,3,1,2,1,60,1,1,0,5,21,3,1,5,5,1,5,2,1,35,2.28571428571429,1.83333333333333,3,3,2,2.83333333333333,"Other","pg","natural",37,1,"no",2,"white","north",1,"other",2
"410",417,3,3,2,2,2,2,2,2,4,4,4,4,5,4,4,2,5,5,2,5,4,3,70,2,3,4,2,2,3,4,4,2,4,4,4,4,4,3,4,3,25,1,1,5,4,32,1,1,11,3,1,5,1,3,40,2.28571428571429,3.83333333333333,3.33333333333333,4.2,3,3.83333333333333,"Female","below_ug","natural",48,1,"yes",3,"white","south",1,"more12months",3
"411",418,1,1,1,1,1,1,1,2,5,1,4,5,5,1,4,2,5,6,5,2,5,2,100,2,4,2,1,4,1,1,1,3,3,1,4,3,3,1,4,1,50,1,1,5,4,58,1,1,10,3,1,5,1,3,50,1,3.66666666666667,2.33333333333333,4.6,2.16666666666667,2.66666666666667,"Female","below_ug","natural",74,1,"yes",3,"white","south",1,"more12months",2
"412",419,2,1,1,1,1,2,1,4,5,4,4,3,4,1,3,1,3,4,5,4,4,7,80,2,3,2,1,3,1,1,2,4,4,2,2,3,3,1,3,3,50.5278048780488,1,1,4,5,20,2,1,11,5,1,5,2,3,100,1.28571428571429,4,1.66666666666667,4,1.83333333333333,2.33333333333333,"Male","pg","natural",36,1,"no",2,"white","south",1,"6to12months",7
"413",420,2,2,2,2,2,2,2,4,4,2,2,2,4,2,4,4,3,3,2,4,3,3,21,1,3,3,3,3,2,3,1,2,3,2,1,2,3,1,2,3,23,1,3,0,3,22,1,1,7,4,1,5,2,1,41,2,3,3.33333333333333,3,2.83333333333333,1.83333333333333,"Female","ug","not_sure",38,1,"no",4,"white","midlands",0,"other",3
"414",421,2,2,1,2,2,2,1,1,1,1,1,2,4,2,4,3,3,3,2,3,2,2,100,1,2,2,1,2,2,1,2,3,3,1,1,1,3,1,1,1,30,1,1,0,4,14,1,1,12,5,1,5,2,3,75,1.71428571428571,1.66666666666667,3,2.6,1.66666666666667,1.33333333333333,"Female","pg","natural",30,1,"no",3,"white","south",1,"other",2
"415",422,1,1,1,1,1,1,1,4,5,4,5,4,5,2,2,1,2,3,5,4,2,5,100,2,3,2,3,2,1,1,1,3,4,1,1,1,3,1,2,2,89,1,1,4,2,42,3,1,7,5,1,5,1,3,12,1,4.5,1.66666666666667,3.2,2,1.5,"Other","pg","natural",58,1,"yes",5,"white","midlands",1,"6to12months",5
"416",423,1,1,2,2,1,3,2,2,2,1,2,3,3,4,4,4,2,2,2,5,2,3,74,2,3,2,2,2,1,1,3,3,4,4,3,3,3,1,3,1,49,1,3,5,2,31,1,1,11,3,1,5,1,3,91,1.71428571428571,2.16666666666667,4,2.6,1.83333333333333,2.83333333333333,"Female","below_ug","not_sure",47,1,"yes",5,"white","south",0,"more12months",3
"417",424,2,2,2,2,2,2,2,5,4,4,4,4,5,2,4,2,5,5,4,6,6,5,75,2,4,3,2,3,3,3,2,3,3,2,2,2,1,1,3,2,16,1,1,5,5,42,2,1,12,5,1,5,2,3,80,2,4.33333333333333,2.66666666666667,5.2,3,1.83333333333333,"Male","pg","natural",58,1,"no",2,"white","south",1,"more12months",5
"418",425,3,2,3,2,2,3,2,4,4,4,2,4,4,5,5,3,4,2,2,2,3,4,76,1,4,2,2,3,3,3,2,3,3,4,4,4,4,1,4,3,52,1,1,3,4,17,1,1,11,3,1,5,1,3,60,2.42857142857143,3.66666666666667,4.33333333333333,2.6,2.83333333333333,3.5,"Female","below_ug","natural",33,1,"yes",3,"white","south",1,"less6months",4
"419",426,2,2,2,2,2,2,2,2,2,2,4,3,4,1,4,3,5,5,2,3,5,5,50,2,3,4,4,2,3,3,1,2,4,2,2,1,4,1,2,2,50,3,1,4,5,21,1,1,12,4,1,5,1,3,50,2,2.83333333333333,2.66666666666667,4,3.16666666666667,2,"Female","ug","natural",37,0,"yes",2,"white","south",1,"6to12months",5
"420",427,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,4,5,5,4,4,2,70,1,2,1,2,3,1,1,2,2,3,4,4,2,4,1,4,1,31,1,1,5,5,30,1,1,10,4,1,5,2,3,89,1,2.16666666666667,1,4.4,1.66666666666667,3.16666666666667,"Female","ug","natural",46,1,"no",2,"white","south",1,"more12months",2
"421",428,4,4,3,3,3,3,3,4,4,3,4,4,4,4,5,3,3,3,2,2,3,3,80,1,4,4,3,2,4,4,2,2,4,4,4,4,3,1,4,2,75,1,1,5,4,3,1,1,4,4,1,5,2,2,15,3.28571428571429,3.83333333333333,4,2.6,3.5,3.33333333333333,"Female","ug","natural",19,1,"no",3,"white","north",1,"more12months",3
"422",429,1,1,1,1,1,1,1,2,2,1,2,4,3,1,1,2,3,6,6,6,3,2,100,2,3,1,1,4,1,1,1,3,4,2,4,2,4,1,4,1,15,1,1,5,5,43,2,1,11,3,1,5,1,3,100,1,2.33333333333333,1.33333333333333,4.8,1.83333333333333,2.83333333333333,"Male","below_ug","natural",59,1,"yes",2,"white","south",1,"more12months",2
"423",430,2,2,2,2,1,2,1,4,4,4,4,4,4,3,4,4,2,3,3,2,2,2,100,1,2,2,4,2,2,2,1,3,3,4,3,4,4,1,4,2,50,2,2,3,5,30,1,1,10,3,5,5,1,3,20,1.71428571428571,4,3.66666666666667,2.4,2.33333333333333,3.33333333333333,"Female","below_ug","artificial",46,0,"yes",2,"white","south",0,"less6months",2
